ranking,name,age,sector,gender,title,self_made,organization,country
2,Elon Musk,51,Automotive,M,CEO,,Tesla,USA
3,Jeff Bezos,59,Technology,M,Chairman and Founder,,Amazon,USA
4,Larry Ellison,78,Technology,M,CTO and Founder,,Oracle,USA
5,Warren Buffett,92,Finance & Investments,M,CEO,,Berkshire Hathaway Inc. (Cl A),USA
6,Bill Gates,67,Technology,M,Cochair,,Bill & Melinda Gates Foundation,USA
7,Michael Bloomberg,81,Media & Entertainment,M,CEO,,Bloomberg,USA
8,Carlos Slim Helu & family,83,Telecom,M,Honorary Chairman,,América Móvil,MEX
9,Mukesh Ambani,65,Diversified,M,Founder and Chairman,,Reliance Industries,IND
10,Steve Ballmer,67,Technology,M,Owner,,Los Angeles Clippers,USA
12,Larry Page,50,Technology,M,Cofounder and board member,,Alphabet,USA
13,Amancio Ortega,87,Fashion & Retail,M,,,,ESP
14,Sergey Brin,49,Technology,M,Cofounder and board member,,Alphabet,USA
15,Zhong Shanshan,68,Food & Beverage,M,,,,CHN
16,Mark Zuckerberg,38,Technology,M,Cofounder,,Meta Platforms,USA
17,Charles Koch & family,87,Diversified,M,Chairman and CEO,,"Koch Industries, Inc.",USA
17,Julia Koch & family,60,Diversified,F,,,,USA
19,Jim Walton,74,Fashion & Retail,M,Chairman and CEO,,"Arvest Bank Group, Inc.",USA
20,Rob Walton & family,78,Fashion & Retail,M,Director,,Walmart,USA
21,Alice Walton,73,Fashion & Retail,F,Philanthropist,,Crystal Bridges Museum of American Art,USA
22,David Thomson & family,65,Media & Entertainment,M,Chairman,,Thomson Reuters Corporation,CAN
23,Michael Dell,58,Technology,M,Chairman and CEO,,Dell Inc.,USA
24,Gautam Adani,60,Diversified,M,,,,IND
25,Phil Knight & family,85,Fashion & Retail,M,Chairman,,Nike,USA
26,Zhang Yiming,39,Technology,M,Founder,,ByteDance,CHN
27,Dieter Schwarz,83,Fashion & Retail,M,,,,DEU
29,Klaus-Michael Kuehne,85,Logistics,M,,,,CHE
30,Giovanni Ferrero,58,Food & Beverage,M,,,,BEL
31,Jacqueline Mars,83,Food & Beverage,F,,,,USA
31,John Mars,87,Food & Beverage,M,,,,USA
33,Li Ka-shing,94,Diversified,M,Senior Advisor,,CK Hutchison Holdings,HKG
34,Ma Huateng,51,Technology,M,Chairman and CEO,,Tencent Holdings,CHN
35,Miriam Adelson & family,77,Gambling & Casinos,F,,,,USA
35,Ken Griffin,54,Finance & Investments,M,Founder & CEO,,Citadel LLC,USA
37,Mark Mateschitz,30,Food & Beverage,M,,,,AUT
38,Robin Zeng,54,Automotive,M,,,,CHN
39,Tadashi Yanai & family,74,Fashion & Retail,M,,,,JPN
40,Len Blavatnik,65,Diversified,M,,,,GBR
41,Alain Wertheimer,74,Fashion & Retail,M,,,,USA
41,Gerard Wertheimer,72,Fashion & Retail,M,,,,USA
43,Gianluigi Aponte,82,Logistics,M,,,,CHE
43,Rafaela Aponte-Diamant,78,Logistics,F,,,,CHE
45,Colin Zheng Huang,43,Technology,M,,,,CHN
46,Reinhold Wuerth & family,87,Manufacturing,M,,,,DEU
47,Lee Shau Kee,95,Real Estate,M,,,,HKG
48,Jeff Yass,64,Finance & Investments,M,,,,USA
49,Jim Simons,84,Finance & Investments,M,Founder,,Renaissance Technologies Corp.,USA
50,Stephen Schwarzman,76,Finance & Investments,M,Chairman and CEO,,Blackstone Group,USA
51,Susanne Klatten,60,Automotive,F,,,,DEU
52,Gina Rinehart,69,Metals & Mining,F,Executive Chairman,,Hancock Prospecting,AUS
53,William Ding,51,Technology,M,,,,CHN
54,Germán Larrea Mota Velasco & family,69,Metals & Mining,M,,,,MEX
55,Shiv Nadar,77,Technology,M,,,,IND
56,Low Tuck Kwong,74,Energy,M,,,,IDN
57,Thomas Peterffy,78,Finance & Investments,M,,,,USA
58,Andrey Melnichenko & family,51,Metals & Mining,M,,,,ARE
59,Stefan Quandt,56,Automotive,M,,,,DEU
60,MacKenzie Scott,52,Technology,F,Philanthropist,,,USA
61,R. Budi Hartono,82,Finance & Investments,M,,,,IDN
62,Vladimir Potanin,62,Metals & Mining,M,,,,RUS
63,Jack Ma,58,Technology,M,,,,CHN
64,He Xiangjian & family,80,Manufacturing,M,,,,CHN
65,Iris Fontbona & family,80,Metals & Mining,F,,,,CHL
65,Michael Hartono,83,Manufacturing,M,,,,IDN
67,James Ratcliffe,70,Manufacturing,M,,,,GBR
68,Cyrus Poonawalla,81,Healthcare,M,,,,IND
69,Masayoshi Son,65,Telecom,M,CEO,,SoftBank Group Corp.,JPN
70,Vladimir Lisin,66,Metals & Mining,M,,,,RUS
72,Abigail Johnson,61,Finance & Investments,F,CEO,,Fidelity Investments,USA
72,Leonid Mikhelson & family,67,Energy,M,,,,RUS
74,Lukas Walton,36,Fashion & Retail,M,,,,USA
74,Wang Wei,52,Service,M,,,,CHN
76,Jensen Huang,60,Technology,M,CEO & President,,Nvidia,USA
77,Leonard Lauder,90,Fashion & Retail,M,Chairman Emeritus,,The Estée Lauder Companies,USA
77,Takemitsu Takizaki,77,Manufacturing,M,,,,JPN
79,Alexey Mordashov & family,57,Metals & Mining,M,,,,RUS
80,Vagit Alekperov,72,Energy,M,,,,RUS
81,"Thomas Frist, Jr. & family",84,Healthcare,M,,,,USA
82,Andrew Forrest,61,Metals & Mining,M,,,,AUS
83,Ray Dalio,73,Finance & Investments,M,Founder & Co-Chief Investment Officer,,Bridgewater Associates,USA
84,Eric Li,59,Automotive,M,,,,CHN
84,Wang Wenyin,55,Metals & Mining,M,,,,CHN
86,Eyal Ofer,72,Diversified,M,,,,MCO
86,Qin Yinglin,57,Food & Beverage,M,,,,CHN
88,Wang Chuanfu,57,Automotive,M,,,,CHN
89,Harold Hamm & family,77,Energy,M,Chairman and CEO,,Continental Resources Inc. ,USA
89,David Tepper,65,Finance & Investments,M,President and Founder,,Appaloosa Management,USA
89,Gennady Timchenko,70,Energy,M,,,,RUS
92,Daniel Gilbert,61,Finance & Investments,M,,,,USA
93,Lakshmi Mittal,72,Metals & Mining,M,Chairman and CEO,,ArcelorMittal (ADR),GBR
94,Steve Cohen,66,Finance & Investments,M,Founder,,Point72 Asset Management,USA
94,Carl Icahn,87,Finance & Investments,M,Founder,,Icahn Capital Management,USA
94,Savitri Jindal & family,73,Metals & Mining,F,,,,IND
97,Donald Bren,90,Real Estate,M,Chairman,,Irvine Company,USA
97,"John Menard, Jr.",83,Fashion & Retail,M,Founder,,"Menard, Inc.",USA
99,Rupert Murdoch & family,92,Media & Entertainment,M,Chairman and CEO,,News Corp Class A,USA
100,Vicky Safra & family,70,Finance & Investments,F,,,,CHE
101,"Theo Albrecht, Jr. & family",72,Fashion & Retail,M,,,,DEU
101,Renata Kellnerova & family,55,Finance & Investments,F,,,,CZE
103,Li Xiting,72,Healthcare,M,,,,CHN
104,Stefan Persson,75,Fashion & Retail,M,Chairman,,Hennes & Mauritz Unsponsored ADR,SWE
104,Eric Schmidt,67,Technology,M,,,,USA
106,Michael Platt,55,Finance & Investments,M,Founder ,,BlueCrest Capital Management,CHE
107,Pang Kang,67,Food & Beverage,M,,,,CHN
108,Jorge Paulo Lemann & family,83,Food & Beverage,M,"Investor, Philanthropist",,,CHE
108,Peter Woo,76,Real Estate,M,,,,HKG
112,Dilip Shanghvi,67,Healthcare,M,,,,IND
113,Robert Pera,45,Technology,M,Chief Executive Officer,,Ubiquiti,USA
114,Radhakishan Damani,68,Fashion & Retail,M,,,,IND
115,Huang Shilin,56,Automotive,M,,,,CHN
116,Dhanin Chearavanont,83,Diversified,M,,,,THA
116,David Green & family,81,Fashion & Retail,M,CEO,,Hobby Lobby,USA
118,Charoen Sirivadhanabhakdi,78,Food & Beverage,M,,,,THA
119,Charlene de Carvalho-Heineken & family,68,Food & Beverage,F,,,,GBR
120,Xu Hang,60,Healthcare,M,,,,CHN
121,Wei Jianjun & family,59,Automotive,M,,,,CHN
122,Alisher Usmanov,69,Metals & Mining,M,Founder,,Metalloinvest,UZB
123,Goh Cheng Liang,95,Manufacturing,M,,,,SGP
124,Kumar Birla,55,Diversified,M,,,,IND
124,Aliko Dangote,65,Manufacturing,M,CEO,,Dangote Group,NGA
126,Kwong Siu-hing,93,Real Estate,F,,,,HKG
127,Idan Ofer,67,Diversified,M,,,,GBR
128,Chen Bang,57,Healthcare,M,,,,CHN
128,Lui Che Woo,94,Gambling & Casinos,M,,,,HKG
130,John Fredriksen,78,Logistics,M,Investor,,,GBR
130,Diane Hendricks,76,Construction & Engineering,F,Cofounder,,ABC Supply,USA
130,Jan Koum,47,Technology,M,"CEO, cofounder",,WhatsApp Inc.,USA
133,Jerry Jones,80,Sports,M,President and General Manager,,Dallas Cowboys,USA
133,George Kaiser,80,Energy,M,Chairman,,BOK Financial Corp.,USA
133,Joseph Lau,71,Real Estate,M,,,,HKG
136,Lu Xiangyang,60,Automotive,M,,,,CHN
137,Harry Triguboff,90,Real Estate,M,,,,AUS
138,Uday Kotak,64,Finance & Investments,M,,,,IND
138,Stanley Kroenke,75,Sports,M,,,,USA
140,Mikhail Fridman,58,Energy,M,,,,GBR
141,Sarath Ratanavadi,57,Energy,M,,,,THA
142,Dang Yanbao,50,Metals & Mining,M,,,,CHN
142,Jiang Rensheng & family,69,Healthcare,M,,,,CHN
144,Shahid Khan,72,Automotive,M,,,,USA
145,Laurene Powell Jobs & family,59,Technology,F,"Investor, Philanthropist",,Emerson Collective,USA
146,Robert Kuok,99,Diversified,M,,,,HKG
147,Stephen Ross,82,Real Estate,M,,,,USA
148,Pavel Durov,38,Technology,M,,,,ARE
148,Andreas Struengmann & family,73,Healthcare,M,,,,DEU
148,Thomas Struengmann & family,73,Healthcare,M,,,,DEU
151,Liu Hanyuan,59,Food & Beverage,M,,,,CHN
151,Michael Rubin,50,Fashion & Retail,M,CEO,,Kynetic,USA
153,Israel Englander,74,Finance & Investments,M,Founder,,"Millennium Management, L.L.C.",USA
153,Viatcheslav Kantor,69,Manufacturing,M,,,,ISR
153,Anthony Pratt,62,Manufacturing,M,,,,AUS
153,Mikhail Prokhorov,57,Finance & Investments,M,,,,CHE
157,Giorgio Armani,88,Fashion & Retail,M,,,,ITA
157,Johann Rupert & family,72,Fashion & Retail,M,,,,ZAF
159,Gong Hongjia & family,58,Finance & Investments,M,,,,HKG
159,Zhang Zhidong,51,Technology,M,,,,CHN
161,Philip Anschutz,83,Finance & Investments,M,,,,USA
161,Judy Love & family,85,Fashion & Retail,F,Chairman and CEO,,Love's Travel Stops and Country Stores,USA
161,Ricardo Salinas Pliego & family,67,Fashion & Retail,M,,,,MEX
164,Donald Newhouse,93,Media & Entertainment,M,,,,USA
165,Robert Kraft,81,Sports,M,Chairman & CEO,,The Kraft Group,USA
165,Marcel Herrmann Telles,73,Food & Beverage,M,,,,BRA
167,Suleiman Kerimov & family,57,Finance & Investments,M,,,,RUS
167,Sky Xu,39,Fashion & Retail,M,,,,CHN
167,Changpeng Zhao,45,Finance & Investments,M,,,,ARE
170,Andrew Beal,70,Finance & Investments,M,,,,USA
171,Mike Cannon-Brookes,43,Technology,M,,,,AUS
171,Carl Cook,60,Healthcare,M,,,,USA
171,David Duffield,82,Technology,M,Chairman and Cofounder,,Workday,USA
171,Jeffery Hildebrand,64,Energy,M,,,,USA
171,Viktor Rashnikov,74,Manufacturing,M,,,,RUS
171,Eduardo Saverin,41,Technology,M,Investor,,Meta Platforms,SGP
171,Georg Schaeffler,58,Automotive,M,,,,DEU
171,Christy Walton,74,Fashion & Retail,F,,,,USA
179,Scott Farquhar,43,Technology,M,,,,AUS
179,Quek Leng Chan,81,Diversified,M,,,,MYS
179,Wu Yajun,59,Real Estate,F,,,,CHN
182,Autry Stephens,85,Energy,M,,,,USA
183,Liu Yongxing,74,Service,M,Chairman,,East Hope Group,CHN
184,Vinod Adani,74,Diversified,M,,,,ARE
184,Nicolas Puech,80,Fashion & Retail,M,,,,CHE
184,Melker Schorling & family,75,Finance & Investments,M,,,,SWE
190,Andrei Guriev & family,63,Manufacturing,M,,,,RUS
190,Michael Kim,59,Finance & Investments,M,,,MBK Partners,KOR
190,Lei Jun,53,Technology,M,Founder and CEO,,Xiaomi,CHN
190,Friedhelm Loh,76,Manufacturing,M,,,,DEU
190,Sun Piaoyang,64,Healthcare,M,,,,CHN
195,Rick Cohen & family,70,Technology,M,Entrepreneur,,C&S Wholesale Grocers,USA
195,Jin Baofang,70,Energy,M,,,,CHN
195,Luo Liguo & family,67,Manufacturing,M,,,,CHN
195,Marijke Mars,58,Food & Beverage,F,,,,USA
195,Pamela Mars,62,Food & Beverage,F,,,,USA
195,Valerie Mars,64,Food & Beverage,F,,,,USA
195,Victoria Mars,66,Food & Beverage,F,,,,USA
202,Jim Pattison,94,Diversified,M,"Founder, Chairman and CEO",,Jim Pattison Group,CAN
204,Ernesto Bertarelli,57,Healthcare,M,,,,CHE
204,Wang Xing,44,Technology,M,,,,CHN
206,Brian Chesky,41,Technology,M,CEO and Cofounder,,"Airbnb, Inc.",USA
206,James Dyson,75,Manufacturing,M,,,,GBR
208,Roman Abramovich & family,56,Diversified,M,,,,RUS
208,Antonia Ax:son Johnson & family,79,Diversified,F,,,,SWE
208,Daniel Kretinsky,47,Energy,M,,,,CZE
208,John Malone,82,Media & Entertainment,M,,,,USA
208,Azim Premji,77,Technology,M,Founder Chairman,,Wipro Ltd.,IND
208,Charles Schwab,85,Finance & Investments,M,Investor,,Charles Schwab Corp.,USA
208,Eric Smidt,63,Fashion & Retail,M,,,,USA
215,David Cheriton,72,Technology,M,Professor,,Stanford University,USA
215,Ivan Glasenberg,66,Metals & Mining,M,,,,CHE
215,Alexander Otto,55,Real Estate,M,,,,DEU
215,Anthony von Mandl,73,Food & Beverage,M,,,,CAN
215,Wang Liping & family,57,Manufacturing,M,,,,CHN
220,Finn Rausing,68,Food & Beverage,M,,,,GBR
220,Jorn Rausing,63,Food & Beverage,M,,,,GBR
220,Kirsten Rausing,70,Food & Beverage,F,,,,GBR
223,Tatyana Bakalchuk,47,Fashion & Retail,F,,,,RUS
223,John Doerr,71,Technology,M,Investor,,Kleiner Perkins,USA
223,Richard Liu,49,Technology,M,,,,CHN
223,Dustin Moskovitz,38,Technology,M,Cofounder,,Asana,USA
223,Pierre Omidyar,55,Technology,M,Founder,,eBay,USA
223,Pei Zhenhua,64,Energy,M,,,,CHN
223,Carrie Perrodo & family,72,Energy,F,Philanthropist,,,GBR
230,Chen Jianhua,52,Manufacturing,M,,,,CHN
230,Michael Otto,79,Fashion & Retail,M,,,,DEU
232,Leon Black,71,Finance & Investments,M,,,,USA
232,Graeme Hart,67,Finance & Investments,M,,,,NZL
232,Ravi Jaipuria,68,Food & Beverage,M,,,,IND
232,Hasso Plattner & family,79,Technology,M,,,,DEU
232,Carlos Alberto Sicupira & family,75,Food & Beverage,M,,,,CHE
232,Manuel Villar,73,Real Estate,M,,,,PHL
232,Andreas von Bechtolsheim & family,67,Technology,M,"Cofounder, Chief Development Officer and Chairman",,Arista Networks,USA
239,"Chase Coleman, III.",47,Finance & Investments,M,Investor,,Tiger Global Management,USA
239,Ann Walton Kroenke,74,Fashion & Retail,F,,,,USA
239,Li Zhenguo & family,55,Manufacturing,M,,,,CHN
242,Jim Kennedy,75,Media & Entertainment,M,Chairman Emeritus,,Cox Enterprises,USA
242,Nicky Oppenheimer & family,77,Metals & Mining,M,,,,ZAF
242,Blair Parry-Okeden,72,Media & Entertainment,F,,,,AUS
242,Zheng Shuliang & family,77,Metals & Mining,F,,,,CHN
246,John Morris,75,Fashion & Retail,M,,,,USA
246,Stefano Pessina,81,Fashion & Retail,M,,,,MCO
249,Francis Choi,75,Real Estate,M,,,,HKG
249,German Khan,61,Energy,M,,,,RUS
249,Abdulsamad Rabiu,62,Diversified,M,,,,NGA
249,George Roberts,79,Finance & Investments,M,,,,USA
249,Kushal Pal Singh,91,Real Estate,M,,,,IND
249,Wang Jianlin,68,Real Estate,M,Chairman,,Dalian Wanda Group,CHN
249,Yang Huiyan & family,41,Real Estate,F,,,,CHN
256,Tilman Fertitta,65,Food & Beverage,M,Chairman and CEO,,Landry's Inc,USA
256,Karel Komarek,54,Gambling & Casinos,M,,,,CHE
261,Nathan Blecharczyk,39,Technology,M,,,,USA
261,Leonid Fedun,66,Energy,M,,,,RUS
261,Bernard Marcus,93,Fashion & Retail,M,"Co-founder, ex chairman of the board",,Home Depot,USA
261,Patrick Ryan,85,Finance & Investments,M,Chairman and CEO,,Ryan Specialty Group,USA
261,Robert F. Smith,60,Finance & Investments,M,Investor,,,USA
261,Pavel Tykac,58,Metals & Mining,M,,,,CZE
261,Eric Wittouck,76,Finance & Investments,M,,,,MCO
268,Orlando Bravo,52,Finance & Investments,M,,,,USA
268,Ding Shizhong,52,Fashion & Retail,M,,,,CHN
268,Nancy Walton Laurie,71,Fashion & Retail,F,,,,USA
268,Jay Y. Lee,54,Technology,M,,,,KOR
268,Ramzi Musallam,54,Finance & Investments,M,,,,USA
268,David Shaw,72,Finance & Investments,M,Founder,,"D. E. Shaw & Co., L.P.",USA
268,Andrei Skoch & family,57,Metals & Mining,M,,,,RUS
268,Georg Stumpf,50,Diversified,M,,,,AUT
276,Rocco Commisso,73,Telecom,M,,,,USA
276,Li Shuirong & family,66,Manufacturing,M,,,,CHN
276,Lin Shu-hong,94,Manufacturing,M,,,,TWN
276,Qi Shi & family,53,Technology,M,,,,CHN
276,Yao Liangsong,58,Manufacturing,M,,,,CHN
276,Zhang Congyuan,75,Fashion & Retail,M,,,,TWN
282,David Geffen,80,Media & Entertainment,M,Cofounder,,DreamWorks Animation SKG Inc. (Cl A),USA
282,Robin Li,54,Technology,M,Founder and CEO,,Baidu,CHN
282,Liu Yonghao & family,71,Service,M,,,,CHN
282,Henry Samueli,68,Technology,M,"Cofounder, Chief Technology Officer and Chairman",,Broadcom,USA
282,Reinhold Schmieding,68,Healthcare,M,,,,USA
290,Cao Renxian,54,Energy,M,,,,CHN
290,Hasmukh Chudgar & family,89,Healthcare,M,,,,IND
290,Andrew Currie,67,Manufacturing,M,,,,GBR
290,Joe Gebbia,41,Technology,M,Cofounder & Chair of Airbnb.org,,"Airbnb, Inc.",USA
290,Philip Ng,64,Real Estate,M,,,,SGP
290,John Reece,66,Manufacturing,M,,,,GBR
290,Leonard Stern,85,Real Estate,M,Chairman and CEO,,"Hartz Mountain Industries, Inc.",USA
290,Joseph Tsai,59,Technology,M,,,,HKG
290,Zhong Huijuan,62,Healthcare,F,,,,CHN
299,Arthur Blank,80,Sports,M,Chairman,,Atlanta Falcons,USA
299,Charles Butt,85,Fashion & Retail,M,,,,USA
299,Ding Shijia,59,Fashion & Retail,M,,,,CHN
299,"Paul Tudor Jones, II.",68,Finance & Investments,M,Founder,,Tudor Investment Corporation,USA
299,Henry Kravis,79,Finance & Investments,M,Co-Chair and Co-CEO,,KKR & Co.,USA
299,Zhang Yong,52,Food & Beverage,M,,,,SGP
305,James Goodnight,80,Technology,M,CEO,,SAS Institute,USA
305,Sri Prakash Lohia,70,Manufacturing,M,,,,GBR
305,Ma Jianrong,59,Fashion & Retail,M,,,,CHN
305,Robert Ng,71,Real Estate,M,,,,SGP
305,Steven Rales,72,Manufacturing,M,Investor,,Danaher,USA
305,Nassef Sawiris,62,Construction & Engineering,M,,,,EGY
305,Harry Stine,81,Food & Beverage,M,,,,USA
312,Benu Gopal Bangur,91,Manufacturing,M,,,,IND
312,Iskander Makhmudov,59,Metals & Mining,M,,,,RUS
312,Anders Holch Povlsen,50,Fashion & Retail,M,,,,DNK
312,Enrique Razon Jr.,63,Logistics,M,,,,PHL
312,Wang Laichun,55,Technology,F,,,,CHN
317,Arthur Dantchik,65,Finance & Investments,M,,,,USA
317,Terry Gou,72,Technology,M,CEO,,Hon Hai Precision Industries,TWN
317,Jeff Greene,68,Real Estate,M,,,,USA
317,Don Hankey,79,Finance & Investments,M,Chairman,,Hankey Group,USA
317,Richard Kinder,78,Energy,M,Chairman and CEO,,Kinder Morgan Inc,USA
317,Guillaume Pousaz,41,Finance & Investments,M,,,,ARE
317,Takahisa Takahara,61,Fashion & Retail,M,,,,JPN
317,Zong Qinghou,77,Food & Beverage,M,Chairman,,Hangzhou Wahaha Group,CHN
325,Judy Faulkner,79,Technology,F,Founder and CEO,,Epic Systems,USA
325,Johann Graf,76,Gambling & Casinos,M,,,,AUT
325,Tamara Gustavson,61,Service,F,,,,USA
325,Liang Wengen,66,Manufacturing,M,,,,CHN
325,Frederik Paulsen,72,Healthcare,M,,,,CHE
325,Wee Cho Yaw,94,Finance & Investments,M,,,,SGP
325,Zhang Hejun,71,Manufacturing,M,,,,CHN
332,Marc Benioff,58,Technology,M,Chairman and CEO,,Salesforce.com,USA
332,Dmitri Bukhman,37,Media & Entertainment,M,,,,GBR
332,Igor Bukhman,41,Media & Entertainment,M,,,,GBR
332,Jack Dangermond,77,Technology,M,,,,USA
332,Ashwin Dani & family,80,Manufacturing,M,,,,IND
332,Ralph Lauren,83,Fashion & Retail,M,Chairman ,,Ralph Lauren,USA
332,Law Kar Po,74,Real Estate,M,,,,HKG
332,Rohiqa Cyrus Mistry,55,Diversified,F,,,,IND
332,Shapoor Mistry,58,Diversified,M,,,,IND
332,J. Christopher Reyes,69,Food & Beverage,M,Co-Chairman,,"Reyes Holdings, LLC",USA
332,Jude Reyes,67,Food & Beverage,M,Co-Chairman,,"Reyes Holdings, LLC",USA
332,Don Vultaggio & family,71,Food & Beverage,M,,,,USA
344,Alejandro Bailleres Gual & family,62,Diversified,M,,,,MEX
344,Edythe Broad & family,87,Diversified,F,,,,USA
344,Pauline MacMillan Keinath,89,Food & Beverage,F,,,,USA
344,Philippe Laffont,55,Finance & Investments,M,Founder,,Coatue Management,USA
344,Liu Jincheng & family,58,Technology,M,,,,CHN
344,Igor Olenicoff,80,Real Estate,M,,,,USA
344,Sandra Ortega Mera,54,Fashion & Retail,F,,,,ESP
344,Ronda Stryker,68,Healthcare,F,,,,USA
352,Dannine Avara,59,Energy,F,,,,USA
352,Silvio Berlusconi & family,86,Diversified,M,,,,ITA
352,Denise Coates,55,Gambling & Casinos,F,,,,GBR
352,Scott Duncan,40,Energy,M,,,,USA
352,Milane Frantz,53,Energy,F,,,,USA
352,"Edward Johnson, IV.",58,Finance & Investments,M,,,,USA
352,Yuri Milner,61,Finance & Investments,M,Investor,,DST Global,USA
352,Gordon Moore,94,Technology,M,Cofounder and Chairman Emeritus,,Intel Corp.,USA
352,John Overdeck,53,Finance & Investments,M,Investor,,Two Sigma,USA
352,David Siegel,61,Finance & Investments,M,Investor,,Two Sigma,USA
352,Viktor Vekselberg,65,Diversified,M,,,,RUS
352,Wang Laisheng,58,Technology,M,,,,CHN
352,Randa Duncan Williams,61,Energy,F,Non-Executive Chairman of the Board,,Enterprise GP Holdings,USA
365,Ken Fisher,72,Finance & Investments,M,,,,USA
365,Christopher Hohn,56,Finance & Investments,M,Investor,,The Children's Investment Fund Management,GBR
365,Kjeld Kirk Kristiansen,75,Manufacturing,M,,,,DNK
365,Sofie Kirk Kristiansen,47,Manufacturing,F,,,,DNK
365,Thomas Kirk Kristiansen,44,Manufacturing,M,,,,DNK
365,Massimiliana Landini Aleotti & family,80,Healthcare,F,,,,ITA
365,Li Ping,55,Automotive,M,,,,CHN
365,Lin Jianhua,60,Manufacturing,M,,,,CHN
365,Magdalena Martullo-Blocher,54,Manufacturing,F,,,,CHE
365,Terrence Pegula,72,Energy,M,Owner,,Buffalo Sabres,USA
365,"Edward Roski, Jr.",84,Real Estate,M,President and Chairman,,"Majestic Realty, Co.",USA
365,John A. Sobrato & family,83,Real Estate,M,Founder and Chairman,,Sobrato Development Cos.,USA
365,George Soros,92,Finance & Investments,M,Founder,,Soros Fund Management LLC,USA
365,David Sun,71,Technology,M,COO,,Kingston Technology Corporation,USA
365,Agnete Kirk Thinggaard,39,Manufacturing,F,,,,DNK
365,John Tu,81,Technology,M,President,,Kingston Technology Corporation,USA
365,Xu Shihui,65,Food & Beverage,M,,,,CHN
383,Rahel Blocher,47,Manufacturing,F,,,,CHE
383,Bubba Cathy,68,Food & Beverage,M,,,,USA
383,Dan Cathy,70,Food & Beverage,M,,,,USA
383,Trudy Cathy White,67,Food & Beverage,F,,,,USA
383,Bruce Kovner,78,Finance & Investments,M,Founder,,Caxton Associates LP,USA
383,"Henry Nicholas, III.",63,Technology,M,Cofounder,,Broadcom,USA
383,Nadia Thiele,47,Finance & Investments,F,,,,DEU
390,David Bonderman,80,Finance & Investments,M,,,,USA
390,Melinda French Gates,58,Technology,F,Cochair,,Bill & Melinda Gates Foundation,USA
390,Nathan Kirsh,91,Fashion & Retail,M,,,,SWZ
390,Annette Lerner & family,93,Real Estate,F,,,,USA
390,David Reuben,84,Real Estate,M,,,,GBR
390,Simon Reuben,81,Diversified,M,,,,MCO
390,Radovan Vitek,51,Real Estate,M,,,,CHE
397,Carl Bennet,71,Finance & Investments,M,,,,SWE
397,Stephen Bisciotti,62,Sports,M,Owner,,Baltimore Ravens,USA
397,Stanley Druckenmiller,69,Finance & Investments,M,Founder,,Duquesne Family Office,USA
397,Jian Jun,59,Healthcare,F,,,,CHN
397,Dmitry Rybolovlev & family,56,Manufacturing,M,,,,MCO
397,Luis Carlos Sarmiento,90,Finance & Investments,M,,,,COL
397,Dennis Washington,88,Logistics,M,,,,USA
405,Anthony Bamford & family,77,Construction & Engineering,M,,,,GBR
405,Gao Jifan & family,58,Energy,M,,,,CHN
405,John Grayken,66,Finance & Investments,M,Investor,,,GBR
405,Wang Yusuo & family,59,Energy,M,,,,CHN
405,Stef Wertheimer & family,96,Manufacturing,M,,,,ISR
411,Maria Asuncion Aramburuzabala & family,59,Food & Beverage,F,,,,MEX
411,Gustaf Douglas,85,Diversified,M,,,,SWE
411,Frits Goldschmeding,89,Service,M,,,,NLD
411,Lin Muqin & family,59,Food & Beverage,M,,,,CHN
411,Ruan Liping,59,Manufacturing,M,,,,CHN
411,Ruan Xueping,51,Manufacturing,M,,,,CHN
411,Michal Solowow,60,Finance & Investments,M,,,,POL
418,Mike Adenuga,69,Diversified,M,,,,NGA
418,Tom Gores,58,Finance & Investments,M,,,,USA
418,Michael Herz,79,Fashion & Retail,M,,,,DEU
418,Wolfgang Herz,72,Fashion & Retail,M,,,,DEU
418,Michael Kadoorie,81,Energy,M,,,,HKG
418,Zhou Qunfei,53,Technology,F,Founder and CEO,,Lens Technology,HKG
425,Alexander Abramov,64,Metals & Mining,M,,,,RUS
425,Rene Benko,46,Real Estate,M,,,,AUT
425,Neil Bluhm,85,Real Estate,M,,,,USA
425,Alain Bouchard,74,Fashion & Retail,M,Chairman and CEO,,Alimentation Couche Tard Inc. Cl A,CAN
425,Jay Chaudhry,63,Technology,M,,,,USA
425,Gopikishan Damani,65,Fashion & Retail,M,,,,IND
425,Sumet Jiaravanon,88,Diversified,M,,,,THA
425,Joe Lewis,86,Finance & Investments,M,,,,BHS
425,Frank Lowy,92,Finance & Investments,M,,,,ISR
425,Michael Milken,76,Finance & Investments,M,,,,USA
425,David Steward,71,Technology,M,,,,USA
425,Les Wexner & family,85,Fashion & Retail,M,,,,USA
437,Cai Kui,60,Real Estate,M,,,,CHN
437,Jaran Chiaravanont,93,Diversified,M,,,,THA
437,Andreas Halvorsen,61,Finance & Investments,M,Investor,,Viking Global Investors,USA
437,Antony Ressler,62,Finance & Investments,M,,,,USA
437,Tsai Eng-meng,66,Food & Beverage,M,,,,CHN
442,Josh Harris,58,Finance & Investments,M,,,,USA
442,Niels Peter Louis-Hansen,75,Healthcare,M,,,,DNK
442,Patrick Soon-Shiong,70,Healthcare,M,,,,USA
445,Rinat Akhmetov,56,Metals & Mining,M,,,,UKR
445,John Brown,88,Healthcare,M,,,,USA
